acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,location
0.07605000585,3.82095027,8.370000839,-0.1149500012,-0.2123000026,0.1069749966,-12.26250076,-17.56875038,-2.793750048,archivo_gestion_documental
-0.6030000448,6.790050507,7.210950375,0.3832125068,-0.1152250022,-0.08208750188,-19.42500114,-13.93125057,-6.731250286,archivo_gestion_documental
0.670050025,3.916950226,7.431000233,-0.1941500008,-0.1519374996,0.2033624947,-15.48750019,-16.25625038,-6.525000095,archivo_gestion_documental
-0.09495000541,6.024000168,10.3909502,-0.105187498,0.03396249935,0.03602499887,-19.44375038,-11.92500019,-7.800000191,archivo_gestion_documental
-0.5740500093,5.296050072,9.720000267,-0.08923749626,0.05926249921,0.1324124932,-14.90625095,-16.03125,-5.981250286,archivo_gestion_documental
-0.5070000291,5.142000198,9.0499506,-0.09858749807,0.07204999775,0.02873750031,-14.30625057,-16.55625153,-4.987500191,archivo_gestion_documental
-0.1240500063,3.226950169,8.293050766,-0.1773750037,0.04262499884,-0.0181499999,-19.05000114,-11.58750057,-7.162500381,archivo_gestion_documental
-0.2389500141,3.65805006,8.293050766,-0.2140875012,-0.05389999971,-0.08401250094,-11.28750038,-18.0,-2.775000095,archivo_gestion_documental
-1.234950066,2.815050125,9.097949982,0.03313750029,0.06682500243,0.1179749966,-23.60625076,-10.38750076,-16.18125153,archivo_gestion_documental
0.201000005,4.443000317,9.088050842,-0.184799999,-0.08470000327,0.215049997,-15.18750095,-15.84375095,-6.750000477,archivo_gestion_documental
-0.4210500121,3.619950056,10.13205051,-0.1535875052,0.0420750007,0.08772499859,-24.69375038,-9.84375,-15.67500019,archivo_gestion_documental
-0.6409500241,5.323950291,9.931050301,-0.08923749626,0.05926249921,0.1324124932,-15.11250019,-15.93750095,-6.318750381,archivo_gestion_documental
-0.01905000024,5.229000092,7.699950218,-0.05775000155,-0.1614249945,-0.4025999904,-13.51875019,-17.79375076,-3.637500048,archivo_gestion_documental
-0.153000012,6.214950085,6.531000137,0.004812499974,-0.1280124933,-0.1636250019,-16.78125,-14.45625019,-6.375000477,archivo_gestion_documental
-1.168050051,7.345050335,10.07505035,0.3887124956,-0.07108750194,-0.1277374923,-19.125,-13.72500038,-7.256250381,archivo_gestion_documental
1.302000046,4.222949982,9.001950264,0.4399999976,-0.3196874857,0.1215500012,-21.97500038,-11.96250057,-9.075000763,archivo_gestion_documental
0.3919500113,6.675000191,7.26900053,0.03795000166,0.1157749966,0.1101374999,-19.25625038,-12.31875038,-5.71875,archivo_gestion_documental
-3.331950188,2.442000151,13.72395039,0.05224999785,0.3539249897,0.1176999956,-21.0,-6.618750095,-19.29375076,archivo_gestion_documental
-0.04695000127,5.401050091,8.647950172,-0.01402499992,-0.2385624945,-0.1683000028,-10.40625,-18.20625114,-2.775000095,archivo_gestion_documental
0.4500000179,3.781950235,8.418000221,-0.1255374998,-0.2048749924,0.1340624988,-12.76875019,-17.4375,-2.025000095,archivo_gestion_documental
-0.2580000162,4.893000126,6.148050308,-0.167475,-0.111787498,-0.1321374923,-17.08125114,-14.53125095,-4.96875,archivo_gestion_documental
0.1240500063,5.764950275,9.481050491,-0.01319999993,-0.2307250053,-0.1534499973,-9.712500572,-18.84375,-2.512500048,archivo_gestion_documental
-0.009000000544,4.825950146,7.612950325,0.002337499987,0.1553750038,0.03464999795,-14.04375076,-16.81875038,-1.950000048,archivo_gestion_documental
1.57005012,3.868950129,6.865950108,-0.2161500007,-0.253549993,-0.3074499965,-17.0625,-15.71250057,-5.775000095,archivo_gestion_documental
0.6319500208,5.869950294,9.529050827,0.1583999991,0.09872499853,0.04991250113,-13.16250038,-17.23125076,-1.818750024,archivo_gestion_documental
-2.154000044,4.156050205,11.04195023,0.240899995,0.3471874893,0.04015000165,-22.27500153,-7.162500381,-18.95625114,archivo_gestion_documental
-1.168050051,6.34005022,10.27605057,0.3286249936,0.04028749838,-0.5926250219,-10.10625076,-19.18125153,-3.468750238,archivo_gestion_documental
1.129950047,4.194000244,6.828000546,-0.29232499,0.04784999788,-0.1053249985,-19.65000153,-11.0625,-7.931250095,archivo_gestion_documental
1.953000069,4.471950054,10.26600075,-0.02296249941,-0.03863750026,0.1956624985,-19.35000038,-12.0,-6.806250095,archivo_gestion_documental
-0.3060000241,3.763050079,8.025000572,-0.8999375105,0.01209999993,-0.1344749928,-25.68750191,-8.34375,-14.96250057,archivo_gestion_documental
0.5070000291,7.651950359,8.983050346,0.05444999784,0.02804999985,-0.1722874939,-16.6875,-14.21250057,-5.625,archivo_gestion_documental
0.09495000541,3.361050129,7.363950253,-0.2653749883,0.02144999988,-0.07424999774,-19.93125153,-11.58750057,-7.368750095,archivo_gestion_documental
-0.1909500062,6.091050148,6.817950249,0.08291249722,-0.2124374956,-0.05224999785,-16.78125,-14.64375019,-6.037500381,archivo_gestion_documental
-0.04695000127,6.061950207,10.3240509,-0.105187498,0.03396249935,0.03602499887,-19.44375038,-11.92500019,-7.800000191,archivo_gestion_documental
1.627950072,3.907050133,6.865950108,-0.2387000024,-0.240762502,-0.3128125072,-17.0625,-15.71250057,-5.775000095,archivo_gestion_documental
1.234950066,5.631000042,6.426000118,-0.01443750039,-0.150425002,-0.09542500228,-19.65000153,-11.98125076,-5.400000095,archivo_gestion_documental
-0.4399500191,4.300050259,6.732000351,-0.0607750006,-0.3426499963,-0.163350001,-10.5,-18.61875153,-1.875000119,archivo_gestion_documental
-0.5929500461,5.305050373,9.759000778,-0.09088750184,0.05733750015,0.1080750003,-14.90625095,-16.03125,-5.981250286,archivo_gestion_documental
1.684950113,3.984000206,6.924000263,-0.2483250052,-0.2268749923,-0.3143250048,-17.45625114,-15.28125095,-5.362500191,archivo_gestion_documental
0.7470000386,6.378000259,10.02705002,0.5626500249,-0.1464374959,0.214912504,-22.18125153,-11.00625038,-9.337500572,archivo_gestion_documental
-3.418950081,2.728950024,13.62795067,0.08978749812,0.3481499851,0.1138499975,-20.41875076,-6.637500286,-20.0625,archivo_gestion_documental
0.5839500427,5.899050236,9.787050247,0.1915374994,0.08511249721,0.07218749821,-12.86250019,-16.70625114,-2.287500143,archivo_gestion_documental
0.04695000127,6.406950474,10.22805023,0.5626500249,-0.1464374959,0.214912504,-22.48125076,-10.78125,-9.225000381,archivo_gestion_documental
-0.153000012,6.214950085,6.531000137,0.01127499994,-0.09803749621,-0.180812493,-16.78125,-14.45625019,-6.375000477,archivo_gestion_documental
-0.2580000162,5.611950397,10.33305073,0.1845249981,0.1233374998,-0.07631249726,-11.19375038,-18.39375114,-1.893750072,archivo_gestion_documental
0.8809500337,4.86495018,7.11495018,-0.3315125108,-0.2205500007,0.0798875019,-19.25625038,-12.11250019,-6.262500286,archivo_gestion_documental
1.072050095,7.240050316,8.101950645,0.1896124929,-0.05926249921,0.05884999782,-19.35000038,-12.41250038,-5.700000286,archivo_gestion_documental
1.245000005,5.812950134,10.11300087,-0.03849999979,0.04069999978,0.0743874982,-19.05000114,-12.13125038,-7.556250095,archivo_gestion_documental
-2.739000082,3.696000099,7.221000195,0.03313750029,0.06682500243,0.1179749966,-23.8125,-10.70625019,-14.98125076,archivo_gestion_documental
-0.4399500191,4.300050259,6.732000351,-0.06091250107,-0.3102000058,-0.1618375033,-10.5,-18.61875153,-1.875000119,archivo_gestion_documental
-1.695000052,6.664950371,8.158950806,0.2065249979,0.2046000063,-0.08937499672,-11.47500038,-17.8125,-4.725000381,archivo_gestion_documental
-0.201000005,6.397050381,10.20900059,0.5770875216,-0.1348875016,0.2330625057,-22.36875153,-10.5,-10.76250076,archivo_gestion_documental
-1.302000046,4.348050117,9.088050842,0.08497499675,-0.03299999982,-0.1049124971,-11.96250057,-18.01875114,-4.068750381,archivo_gestion_documental
0.3060000241,6.052050114,7.747050285,0.1988250017,0.1608749926,-0.06352499872,-22.76250076,-9.5625,-11.79375076,archivo_gestion_documental
0.7939500213,6.091050148,10.11300087,-0.1229249984,0.05183750018,0.01979999989,-19.53750038,-12.01875019,-7.668750286,archivo_gestion_documental
-0.268050015,3.993000269,8.140049934,-0.210649997,-0.02639999986,-0.03355000168,-12.05625057,-17.90625,-3.637500048,archivo_gestion_documental
-1.063050032,4.414950371,7.987050533,-0.07644999772,0.002612499986,-0.2901250124,-13.03125095,-17.51250076,-5.381250381,archivo_gestion_documental
-0.3630000055,3.763050079,9.643950462,-0.0420750007,-0.2315499932,-0.1381874979,-10.29375076,-18.75,-3.168750048,archivo_gestion_documental
-0.3250500262,5.487000465,10.39995003,0.3286249936,0.04028749838,-0.5926250219,-10.08750057,-19.81875038,-3.562500238,archivo_gestion_documental
-0.3829500079,7.11495018,7.402950287,0.3832125068,-0.1020250022,-0.1047749966,-19.33125114,-13.93125057,-6.618750095,archivo_gestion_documental
-0.8140500188,4.471950054,7.585050583,-0.0367125012,0.06228749827,-0.2451625019,-11.77500057,-18.11250114,-3.206250191,archivo_gestion_documental
-0.2580000162,4.893000126,6.196050167,-0.2142249942,-0.1087625027,-0.154550001,-17.38125038,-13.68750095,-5.325000286,archivo_gestion_documental
-0.4399500191,4.357050419,6.828000546,-0.04069999978,-0.3320625126,-0.172012493,-10.20000076,-18.9375,-1.968750119,archivo_gestion_documental
0.5740500093,3.667950153,7.134000301,-0.1578499973,-0.2829749882,-0.3020874858,-15.90000057,-15.69375038,-5.137500286,archivo_gestion_documental
0.03795000166,4.692000389,7.623000145,0.01209999993,0.154825002,0.04083750024,-13.36875057,-16.48125076,-1.743750095,archivo_gestion_documental
1.369050026,3.763050079,8.092050552,-0.1317249984,-0.2028124928,0.1463000029,-12.86250019,-17.36250114,-3.112500191,archivo_gestion_documental
1.369050026,4.960050106,8.446949959,-0.09212499857,-0.02227500081,0.05018749833,-19.53750038,-11.83125019,-8.325000763,archivo_gestion_documental
